DateTime,Temp_C,RH_%,CO2_ppm,Temp_C_m,RH_%_m,CO2_ppm_m
2025-07-08 13:15:00,23.978,49.841,545,24.1,48.5,763.0
2025-07-08 13:16:00,23.93,49.817,572,24.1,48.5,798.0
2025-07-08 13:17:00,23.954,49.817,578,23.6,52.5,849.0
2025-07-08 13:18:00,24.002,49.872,593,23.4,54.0,802.0
2025-07-08 13:19:00,23.954,49.78,580,23.5,54.5,778.0
2025-07-08 13:20:00,23.93,49.744,575,23.5,54.5,812.0
2025-07-08 13:21:00,23.954,49.677,580,23.6,54.5,812.0
2025-07-08 13:22:00,23.954,49.622,572,25.9,47.5,760.0
2025-07-08 13:23:00,23.93,49.567,567,24.4,51.5,799.0
2025-07-08 13:24:00,24.002,49.554,558,24.0,53.0,782.0
2025-07-08 13:25:00,23.954,49.518,575,23.7,53.0,769.0
2025-07-08 13:26:00,23.93,49.5,554,23.7,53.0,765.0
2025-07-08 13:27:00,23.93,49.481,572,23.7,53.0,761.0
2025-07-08 13:28:00,24.002,49.463,572,23.7,53.0,759.0
2025-07-08 13:29:00,23.954,49.445,569,23.7,53.0,755.0
2025-07-08 13:30:00,23.905,49.408,560,23.7,52.5,734.0
2025-07-08 13:31:00,23.954,49.426,575,23.7,52.5,734.0
2025-07-08 13:32:00,23.93,49.408,560,23.7,52.0,712.0
2025-07-08 13:33:00,23.954,49.377,567,23.7,52.0,654.0
2025-07-08 13:34:00,23.905,49.377,552,23.8,52.0,636.0
2025-07-08 13:35:00,23.905,49.341,565,23.8,52.0,687.0
2025-07-08 13:36:00,23.93,49.341,560,23.8,52.0,627.0
2025-07-08 13:37:00,23.905,49.323,526,23.7,51.5,611.0
2025-07-08 13:38:00,23.905,49.286,562,23.7,51.5,671.0
2025-07-08 13:39:00,23.905,49.341,565,23.7,51.5,671.0
2025-07-08 13:40:00,23.905,49.377,518,23.8,51.5,682.0
2025-07-08 13:41:00,23.905,49.377,558,23.8,51.0,656.0
2025-07-08 13:42:00,23.93,49.377,521,23.9,51.0,639.0
2025-07-08 13:43:00,23.905,49.408,524,23.9,51.0,670.0
2025-07-08 13:44:00,23.93,49.359,550,23.8,51.0,690.0
2025-07-08 13:45:00,23.954,49.359,558,23.7,51.0,731.0
2025-07-08 13:46:00,24.05,49.323,558,23.8,51.0,732.0
2025-07-08 13:47:00,24.002,49.329,530,23.8,50.5,716.0
2025-07-08 13:48:00,23.93,49.31,543,23.8,50.5,714.0
2025-07-08 13:49:00,23.954,49.292,543,23.8,50.5,723.0
2025-07-08 13:50:00,23.954,49.28,540,23.8,50.5,729.0
2025-07-08 13:51:00,23.978,49.28,538,23.8,50.5,743.0
2025-07-08 13:52:00,23.954,49.28,560,23.8,50.5,733.0
2025-07-08 13:53:00,23.954,49.261,543,23.8,50.5,716.0
2025-07-08 13:54:00,24.002,49.225,567,23.7,50.5,626.0
2025-07-08 13:55:00,24.026,49.261,545,23.6,50.5,612.0
2025-07-08 13:56:00,24.05,49.261,550,23.6,50.5,635.0
2025-07-08 13:57:00,23.954,49.243,550,23.6,50.5,658.0
2025-07-08 13:58:00,24.002,49.28,514,23.6,50.5,671.0
2025-07-08 13:59:00,23.954,49.329,533,23.6,50.0,647.0
2025-07-08 14:00:00,24.074,49.31,538,26.0,44.0,665.0
2025-07-08 14:01:00,24.002,49.292,521,24.4,48.0,665.0
2025-07-08 14:02:00,24.002,49.28,524,23.8,50.0,670.0
2025-07-08 14:03:00,24.098,49.268,567,23.8,50.0,661.0
2025-07-08 14:04:00,24.098,49.268,558,23.7,50.0,661.0
2025-07-08 14:05:00,24.026,49.231,594,23.7,50.0,643.0
2025-07-08 14:06:00,24.05,49.249,547,23.7,50.0,657.0
2025-07-08 14:07:00,24.098,49.231,547,23.7,50.0,676.0
2025-07-08 14:08:00,24.05,49.231,558,23.7,50.0,684.0
2025-07-08 14:09:00,24.05,49.2,535,23.7,50.0,683.0
2025-07-08 14:10:00,24.074,49.2,547,23.6,50.0,685.0
2025-07-08 14:11:00,24.074,49.207,514,23.7,50.0,688.0
2025-07-08 14:12:00,24.098,49.2,538,23.6,50.0,685.0
2025-07-08 14:13:00,24.05,49.286,562,23.7,50.0,676.0
2025-07-08 14:14:00,24.074,49.243,526,23.7,50.0,700.0
2025-07-08 14:15:00,24.074,49.243,567,23.7,50.0,704.0
2025-07-08 14:16:00,24.074,49.261,572,23.7,50.0,706.0
2025-07-08 14:17:00,24.05,49.243,535,23.7,50.0,711.0
2025-07-08 14:18:00,24.074,49.243,569,23.7,49.5,688.0
2025-07-08 14:19:00,24.098,49.31,586,26.1,43.5,703.0
2025-07-08 14:20:00,24.146,49.261,547,24.6,47.5,707.0
2025-07-08 14:21:00,24.098,49.261,547,24.1,49.0,708.0
2025-07-08 14:22:00,24.074,49.261,538,23.8,49.5,711.0
2025-07-08 14:23:00,24.074,49.243,554,23.7,49.5,711.0
2025-07-08 14:24:00,24.098,49.225,530,23.7,49.5,707.0
2025-07-08 14:25:00,24.171,49.457,594,23.7,49.5,708.0
2025-07-08 14:26:00,24.098,49.341,557,23.7,49.5,715.0
2025-07-08 14:27:00,24.098,49.28,569,23.8,49.5,720.0
2025-07-08 14:28:00,24.098,49.243,592,23.8,49.5,725.0
2025-07-08 14:29:00,24.146,49.268,574,23.7,49.5,737.0
2025-07-08 14:30:00,24.122,49.286,596,23.7,49.5,737.0
2025-07-08 14:31:00,24.146,49.249,606,23.5,49.5,747.0
2025-07-08 14:32:00,24.195,49.213,596,23.6,49.5,735.0
2025-07-08 14:33:00,24.195,49.054,632,23.6,49.5,731.0
2025-07-08 14:34:00,24.195,48.859,609,23.7,49.5,734.0
2025-07-08 14:35:00,24.171,48.828,621,23.7,49.5,734.0
2025-07-08 15:29:00,24.195,46.997,564,23.6,45.5,673.0
2025-07-08 15:30:00,24.195,47.034,584,23.1,49.5,695.0
2025-07-08 15:31:00,24.171,47.034,532,23.1,49.5,678.0
2025-07-08 15:32:00,24.195,47.052,561,25.3,45.5,678.0
2025-07-08 16:45:00,24.267,45.947,515,23.7,45.5,729.0
2025-07-08 16:46:00,24.267,45.892,513,23.2,49.5,730.0
2025-07-08 16:47:00,24.315,45.892,525,23.2,51.0,724.0
2025-07-08 16:48:00,24.267,45.807,525,23.2,51.0,726.0
2025-07-08 16:49:00,24.315,45.715,508,23.4,51.0,723.0
2025-07-08 16:50:00,24.267,45.581,534,23.5,51.0,698.0
2025-07-08 16:51:00,24.267,45.538,506,23.6,51.0,693.0
2025-07-08 16:52:00,24.267,45.502,519,23.7,50.5,688.0
2025-07-08 16:53:00,24.267,45.453,536,23.7,50.5,711.0
2025-07-08 16:54:00,24.267,45.361,536,23.8,50.0,695.0
2025-07-08 16:55:00,24.291,45.282,508,23.8,50.0,716.0
2025-07-08 16:56:00,24.315,45.245,487,23.9,49.5,726.0
2025-07-08 16:57:00,24.243,45.154,532,23.9,49.5,726.0
2025-07-08 16:58:00,24.291,45.099,534,25.5,44.5,714.0
2025-07-08 16:59:00,24.267,44.922,534,25.5,44.5,724.0
2025-07-08 17:00:00,24.243,44.904,519,24.5,47.0,728.0
2025-07-08 17:01:00,24.243,44.867,496,24.1,48.0,729.0
2025-07-08 17:02:00,24.219,44.818,539,24.0,48.0,727.0
2025-07-08 17:03:00,24.243,44.745,519,23.9,48.0,725.0
2025-07-08 17:04:00,24.243,44.727,546,23.9,48.0,723.0
2025-07-08 17:05:00,24.267,44.672,487,23.9,47.5,723.0
2025-07-08 17:06:00,24.291,44.672,559,23.9,47.5,724.0
2025-07-08 17:07:00,24.219,44.623,536,23.9,47.5,723.0
2025-07-08 17:08:00,24.219,44.623,508,23.8,47.0,722.0
2025-07-08 17:09:00,24.267,44.586,517,23.8,47.0,721.0
2025-07-08 17:10:00,24.267,44.568,546,23.8,47.0,721.0
2025-07-08 17:11:00,24.267,44.568,546,23.8,47.0,723.0
2025-07-08 17:12:00,24.243,44.55,527,23.8,46.5,724.0
2025-07-08 17:13:00,24.291,44.531,529,23.8,46.5,722.0
2025-07-08 17:14:00,24.195,44.476,539,23.8,46.5,724.0
2025-07-08 17:15:00,24.219,44.476,525,23.8,46.5,724.0
2025-07-08 17:16:00,24.195,44.476,500,23.8,46.5,730.0
2025-07-08 17:17:00,24.243,44.427,536,23.8,46.5,712.0
2025-07-08 17:18:00,24.219,44.409,539,23.8,46.5,711.0
2025-07-08 17:19:00,24.195,44.421,529,23.8,46.0,720.0
2025-07-08 17:20:00,24.195,44.421,525,23.8,46.0,720.0
2025-07-08 17:21:00,24.243,44.379,542,23.8,46.0,719.0
2025-07-08 17:22:00,24.171,44.379,549,23.8,46.0,722.0
2025-07-08 17:23:00,24.195,44.324,539,23.8,46.0,735.0
2025-07-08 17:24:00,24.219,44.287,546,23.8,45.5,736.0
2025-07-08 17:25:00,24.171,44.305,559,23.8,45.5,739.0
2025-07-08 17:26:00,24.195,44.287,544,23.8,45.5,739.0
2025-07-08 17:27:00,24.171,44.305,519,26.1,40.0,696.0
2025-07-08 17:28:00,24.195,44.269,546,24.6,43.5,709.0
2025-07-08 17:29:00,24.195,44.25,539,24.6,43.5,709.0
2025-07-08 17:30:00,24.219,44.232,551,26.0,39.5,706.0
2025-07-08 17:31:00,24.171,44.214,513,24.5,43.0,705.0
2025-07-08 17:32:00,24.195,44.183,539,24.5,43.0,703.0
2025-07-08 17:33:00,24.171,44.183,525,24.0,44.5,705.0
2025-07-08 17:34:00,24.146,44.147,501,23.7,45.0,713.0
2025-07-08 17:35:00,24.171,44.128,501,23.7,45.0,713.0
2025-07-08 17:36:00,24.171,44.11,515,26.0,39.5,696.0
2025-07-08 17:37:00,24.146,44.11,542,24.6,43.0,698.0
2025-07-08 17:38:00,24.122,44.055,513,24.0,44.0,700.0
2025-07-08 17:39:00,24.195,44.073,529,23.8,44.5,721.0
2025-07-08 17:40:00,24.195,44.067,499,23.8,45.0,722.0
2025-07-08 17:41:00,24.146,44.067,511,23.8,45.0,726.0
2025-07-08 17:42:00,24.146,44.067,525,23.7,45.0,726.0
2025-07-08 17:43:00,24.171,44.049,515,23.7,44.5,728.0
2025-07-08 17:44:00,24.146,44.031,506,23.7,44.5,723.0
2025-07-08 17:45:00,24.146,43.994,507,23.7,44.5,705.0
2025-07-08 17:46:00,24.146,43.958,519,23.7,44.5,705.0
2025-07-08 17:47:00,24.146,43.976,523,23.8,44.5,706.0
2025-07-08 17:48:00,24.098,43.927,542,23.7,44.5,703.0
2025-07-08 17:49:00,24.171,43.909,490,23.7,44.5,703.0
2025-07-08 17:50:00,24.195,43.872,499,25.3,40.5,691.0
2025-07-08 17:51:00,24.122,43.793,463,25.3,40.5,695.0
2025-07-08 17:52:00,24.122,43.726,476,24.3,43.0,695.0
2025-07-08 17:53:00,24.122,43.689,499,25.2,40.5,682.0
2025-07-08 17:54:00,24.098,43.671,476,25.2,40.5,687.0
2025-07-08 17:55:00,24.146,43.634,521,24.2,43.0,685.0
2025-07-08 17:56:00,24.098,43.585,507,23.9,43.5,685.0
2025-07-08 17:57:00,24.098,43.597,495,23.7,44.0,686.0
2025-07-08 17:58:00,24.098,43.549,516,23.7,44.0,688.0
2025-07-08 17:59:00,24.146,43.53,497,23.7,44.0,688.0
2025-07-08 18:00:00,24.074,43.451,459,23.7,44.0,686.0
2025-07-08 18:01:00,24.098,43.378,521,23.7,44.0,684.0
2025-07-08 18:02:00,24.098,43.359,518,23.6,43.5,685.0
2025-07-08 18:03:00,24.074,43.323,501,23.6,43.5,685.0
2025-07-08 18:04:00,24.122,43.292,497,23.6,43.5,683.0
2025-07-08 18:05:00,24.074,43.25,490,23.6,43.5,682.0
2025-07-08 18:06:00,24.074,43.195,492,26.0,38.0,668.0
2025-07-08 18:07:00,24.074,43.127,471,26.0,38.0,676.0
2025-07-08 18:08:00,24.05,43.054,471,24.4,41.5,682.0
2025-07-08 18:09:00,24.122,43.054,507,23.9,42.5,684.0
2025-07-08 18:10:00,24.05,42.999,511,23.7,43.0,680.0
2025-07-08 18:11:00,24.098,42.963,499,23.6,43.0,683.0
2025-07-08 18:12:00,24.026,42.896,471,23.6,43.0,680.0
2025-07-08 18:13:00,24.05,42.841,490,23.6,43.0,680.0
2025-07-08 18:14:00,24.05,42.859,490,23.6,43.0,670.0
2025-07-08 18:15:00,24.05,42.78,497,23.6,43.0,667.0
2025-07-08 18:16:00,24.026,42.67,476,23.7,43.0,662.0
2025-07-08 18:17:00,24.002,42.633,457,23.6,43.0,660.0
2025-07-08 18:18:00,24.026,42.615,492,23.7,43.0,656.0
2025-07-08 18:19:00,24.026,42.542,478,23.6,42.5,655.0
2025-07-08 18:20:00,24.002,42.456,495,23.6,42.5,653.0
2025-07-08 18:21:00,24.002,42.419,492,23.6,42.5,650.0
2025-07-08 18:22:00,24.002,42.383,452,23.5,42.5,649.0
2025-07-08 18:23:00,24.002,42.297,438,23.5,42.5,642.0
2025-07-08 18:24:00,24.002,42.261,443,23.5,42.5,639.0
2025-07-08 18:25:00,24.002,42.261,476,23.5,42.5,637.0
2025-07-08 18:26:00,24.074,42.249,450,23.5,42.5,635.0
2025-07-08 18:27:00,23.978,42.236,429,23.5,42.5,631.0
2025-07-08 18:28:00,23.954,42.249,441,23.4,42.0,627.0
2025-07-08 18:29:00,23.954,42.267,445,23.5,42.0,627.0
2025-07-08 18:30:00,23.978,42.303,447,23.5,42.0,627.0
2025-07-08 18:31:00,23.954,42.34,427,23.5,42.0,625.0
2025-07-08 18:32:00,23.954,42.413,455,23.5,42.0,622.0
2025-07-08 18:33:00,23.978,42.426,436,23.5,42.5,623.0
2025-07-08 18:34:00,23.954,42.395,450,23.5,42.0,623.0
2025-07-08 18:35:00,24.026,42.426,445,23.6,42.0,621.0
2025-07-08 18:36:00,23.978,42.48,463,23.4,42.5,638.0
2025-07-08 18:37:00,23.954,42.517,461,23.4,42.5,645.0
2025-07-08 18:38:00,24.05,42.535,476,23.4,42.5,650.0
2025-07-08 18:39:00,24.002,42.572,436,23.3,42.5,650.0
2025-07-08 18:40:00,23.954,42.603,443,23.3,42.5,650.0
2025-07-08 18:41:00,23.954,42.59,452,23.3,42.5,651.0
2025-07-08 18:42:00,24.05,42.621,430,23.3,42.5,652.0
2025-07-08 18:43:00,23.954,42.621,437,23.4,42.5,651.0
2025-07-08 18:44:00,24.026,42.657,471,23.4,42.5,652.0
2025-07-08 18:45:00,23.978,42.676,476,23.4,42.5,654.0
2025-07-08 18:46:00,23.954,42.676,439,23.4,42.5,654.0
2025-07-08 18:47:00,24.002,42.676,476,23.5,42.5,655.0
2025-07-08 18:48:00,23.978,42.657,426,23.5,42.5,658.0
2025-07-08 18:49:00,23.954,42.694,441,23.4,42.5,658.0
2025-07-08 18:50:00,23.954,42.719,453,23.4,42.5,658.0
2025-07-08 18:51:00,23.93,42.719,426,23.4,42.5,660.0
2025-07-08 18:52:00,23.954,42.694,447,23.4,42.5,659.0
2025-07-08 18:53:00,23.954,42.694,453,23.3,42.5,660.0
2025-07-08 18:54:00,23.978,42.676,457,23.3,42.5,658.0
2025-07-08 18:55:00,23.954,42.657,447,23.3,42.5,658.0
2025-07-08 18:56:00,23.954,42.657,439,23.4,42.5,657.0
2025-07-08 18:57:00,23.954,42.657,455,23.4,42.5,658.0
2025-07-08 18:58:00,24.002,42.639,435,23.4,42.5,659.0
2025-07-08 18:59:00,23.954,42.621,455,23.4,42.0,657.0
2025-07-08 19:00:00,24.026,42.596,430,23.4,42.0,655.0
2025-07-08 19:01:00,23.978,42.596,445,23.4,42.0,659.0
2025-07-08 19:02:00,23.93,42.633,476,23.4,42.0,658.0
2025-07-08 19:03:00,23.954,42.56,499,23.4,42.0,647.0
2025-07-08 19:04:00,23.93,42.505,473,23.3,42.5,638.0
2025-07-08 19:05:00,24.026,42.505,447,23.1,42.5,631.0
2025-07-08 19:06:00,23.905,42.505,423,23.1,42.5,628.0
2025-07-08 19:07:00,23.93,42.523,469,23.0,42.5,632.0
2025-07-08 19:08:00,23.905,42.523,453,22.9,42.5,636.0
2025-07-08 19:09:00,23.978,42.523,443,22.9,42.5,641.0
2025-07-08 19:10:00,23.881,42.474,461,22.9,42.5,645.0
2025-07-08 19:11:00,23.905,42.493,482,23.0,42.5,647.0
2025-07-08 19:12:00,23.905,42.474,443,22.9,42.5,649.0
2025-07-08 19:13:00,23.93,42.438,455,22.9,42.5,648.0
2025-07-08 19:14:00,23.93,42.419,482,22.9,42.5,651.0
2025-07-08 19:15:00,23.881,42.438,405,22.9,42.5,651.0
2025-07-08 19:16:00,23.905,42.419,439,25.0,37.0,620.0
2025-07-08 19:17:00,23.881,42.316,457,25.0,37.0,637.0
2025-07-08 19:18:00,23.881,42.297,453,23.9,40.5,637.0
2025-07-08 19:19:00,23.857,42.34,439,23.6,41.5,637.0
2025-07-08 19:20:00,23.833,42.303,456,23.6,42.0,630.0
2025-07-08 19:21:00,23.833,42.285,470,23.7,42.0,632.0
2025-07-08 19:22:00,23.833,42.401,474,23.8,42.0,634.0
2025-07-08 19:23:00,23.785,42.456,448,23.8,42.0,639.0
2025-07-08 19:24:00,23.857,42.419,419,23.9,42.0,640.0
2025-07-08 19:25:00,23.761,42.474,470,23.9,42.0,641.0
2025-07-08 19:26:00,23.761,42.474,464,23.9,42.0,641.0
2025-07-08 19:27:00,23.761,42.48,456,23.8,42.0,640.0
2025-07-08 19:28:00,23.713,42.517,453,23.8,42.0,640.0
2025-07-08 19:29:00,23.737,42.462,423,23.8,42.0,639.0
2025-07-08 19:30:00,23.713,42.48,470,23.8,42.0,640.0
2025-07-08 19:31:00,23.689,42.462,439,23.8,42.0,641.0
2025-07-08 19:32:00,23.713,42.444,446,23.7,42.0,636.0
2025-07-08 19:33:00,23.689,42.438,437,23.6,42.0,636.0
2025-07-08 19:34:00,23.713,42.438,451,23.7,41.5,634.0
2025-07-08 19:35:00,23.689,42.456,430,23.7,41.5,620.0
2025-07-08 19:36:00,23.689,42.438,423,23.7,41.5,617.0
2025-07-08 19:37:00,23.665,42.438,448,23.7,41.5,600.0
2025-07-08 19:38:00,23.689,42.474,448,23.8,41.5,620.0
2025-07-08 19:39:00,23.665,42.419,448,23.8,41.5,620.0
2025-07-08 19:40:00,23.665,42.456,477,23.8,41.5,639.0
2025-07-08 19:41:00,23.665,42.474,412,23.8,41.5,615.0
2025-07-08 19:42:00,23.737,42.474,460,23.8,41.5,622.0
2025-07-08 19:43:00,23.713,42.474,448,23.7,41.5,625.0
2025-07-08 19:44:00,23.665,42.493,444,23.7,41.5,631.0
2025-07-08 19:45:00,23.689,42.462,477,23.8,41.5,631.0
2025-07-08 19:46:00,23.665,42.48,423,23.8,41.5,632.0
2025-07-08 19:47:00,23.641,42.48,426,23.8,41.5,628.0
2025-07-08 19:48:00,23.665,42.426,430,23.9,41.5,628.0
2025-07-08 19:49:00,23.665,42.444,435,23.7,41.5,632.0
2025-07-08 19:50:00,23.689,42.517,442,23.7,41.5,635.0
2025-07-08 19:51:00,23.665,42.444,407,23.7,41.5,639.0
2025-07-08 19:52:00,23.641,42.462,453,23.7,41.5,645.0
2025-07-08 19:53:00,23.617,42.426,448,23.7,41.5,648.0
2025-07-08 19:54:00,23.617,42.413,412,23.7,41.5,648.0
2025-07-08 19:55:00,23.641,42.377,458,23.6,41.0,649.0
2025-07-08 19:56:00,23.641,42.413,451,23.6,41.5,651.0
2025-07-08 19:57:00,23.593,42.365,426,23.6,41.0,650.0
2025-07-08 19:58:00,23.641,42.346,442,23.6,41.0,651.0
2025-07-08 19:59:00,23.617,42.316,439,23.6,41.0,653.0
2025-07-08 20:00:00,23.593,42.346,456,23.6,41.0,651.0
2025-07-08 20:01:00,23.593,42.346,426,23.6,41.0,651.0
2025-07-08 20:02:00,23.593,42.261,456,23.6,41.0,649.0
2025-07-08 20:03:00,23.593,42.316,439,23.7,41.0,648.0
2025-07-08 20:04:00,23.593,42.224,474,23.6,41.0,645.0
2025-07-08 20:05:00,23.617,42.242,442,23.7,41.0,642.0
2025-07-08 20:06:00,23.593,42.2,439,23.6,41.0,641.0
2025-07-08 20:07:00,23.569,42.242,437,23.7,41.0,640.0
2025-07-08 20:08:00,23.617,42.261,437,23.7,41.0,642.0
2025-07-08 20:09:00,23.593,42.242,435,23.7,41.0,641.0
2025-07-08 20:10:00,23.641,42.242,446,23.6,41.0,642.0
2025-07-08 20:11:00,23.593,42.2,446,23.7,41.0,649.0
2025-07-08 20:12:00,23.593,42.145,423,23.6,41.0,651.0
2025-07-08 20:13:00,23.593,42.145,421,23.6,41.0,647.0
2025-07-08 20:14:00,23.569,42.114,491,23.7,41.0,648.0
2025-07-08 20:15:00,23.593,42.133,423,23.7,41.0,642.0
2025-07-08 20:16:00,23.617,42.096,462,23.7,41.0,643.0
2025-07-08 20:17:00,23.641,42.114,439,23.7,41.0,647.0
2025-07-08 20:18:00,23.545,42.065,433,23.6,41.0,602.0
2025-07-08 20:19:00,23.617,42.078,444,25.9,35.5,615.0
2025-07-08 20:20:00,23.569,42.102,430,24.4,39.0,623.0
2025-07-08 20:21:00,23.593,42.096,405,24.0,40.0,636.0
2025-07-08 20:22:00,23.641,42.102,448,23.9,40.5,641.0
2025-07-08 20:23:00,23.593,42.114,423,23.8,40.5,641.0
2025-07-08 20:24:00,23.569,42.035,458,23.8,40.5,642.0
2025-07-08 20:25:00,23.569,42.12,437,23.8,40.5,646.0
2025-07-08 20:26:00,23.641,42.065,423,23.8,40.5,645.0
2025-07-08 20:27:00,23.593,42.114,442,23.9,40.5,643.0
2025-07-08 20:28:00,23.593,42.023,430,23.8,40.5,640.0
2025-07-08 20:29:00,23.617,42.078,405,23.8,40.5,642.0
2025-07-08 20:30:00,23.593,42.078,423,23.8,40.5,645.0
2025-07-08 20:31:00,23.689,42.096,421,23.8,40.5,646.0
2025-07-08 20:32:00,23.593,42.041,448,23.8,40.5,646.0
2025-07-08 20:33:00,23.593,42.023,435,23.7,40.5,646.0
2025-07-08 20:34:00,23.569,42.041,403,23.6,40.5,642.0
2025-07-08 20:35:00,23.593,42.023,439,23.6,40.5,641.0
2025-07-08 20:36:00,23.665,42.078,430,23.6,40.5,645.0
2025-07-08 20:37:00,23.593,42.181,453,23.6,40.5,640.0
2025-07-08 20:38:00,23.593,42.2,444,23.7,40.5,639.0
2025-07-08 20:39:00,23.593,42.261,464,23.8,40.5,642.0
2025-07-08 20:40:00,23.641,42.316,435,23.8,40.5,648.0
2025-07-08 20:41:00,23.689,42.316,426,24.0,40.5,651.0
2025-07-08 20:42:00,23.665,42.365,462,24.0,40.5,655.0
2025-07-08 20:43:00,23.689,42.395,460,24.0,40.5,656.0
2025-07-08 20:44:00,23.761,42.377,464,24.0,40.5,656.0
2025-07-08 20:45:00,23.761,42.419,464,24.1,40.5,657.0
2025-07-08 20:46:00,23.761,42.474,446,24.1,40.5,661.0
2025-07-08 20:47:00,23.785,42.456,489,24.1,40.5,662.0
2025-07-08 20:48:00,23.785,42.474,458,24.1,40.5,662.0
2025-07-08 20:49:00,23.857,42.499,498,24.2,40.5,664.0
2025-07-08 20:50:00,23.881,42.517,453,24.3,40.5,664.0
2025-07-08 20:51:00,23.93,42.535,448,24.3,40.5,667.0
2025-07-08 20:52:00,23.905,42.578,500,24.3,40.5,670.0
2025-07-08 20:53:00,23.881,42.596,488,24.3,40.5,676.0
2025-07-08 20:54:00,23.881,42.633,476,24.3,40.5,681.0
2025-07-08 20:55:00,23.905,42.67,521,24.3,40.5,679.0
2025-07-08 20:56:00,23.93,42.694,507,24.3,40.5,680.0
2025-07-08 20:57:00,23.978,42.719,488,24.4,40.5,688.0
2025-07-08 20:58:00,23.954,42.737,471,24.4,40.5,692.0
2025-07-08 20:59:00,23.978,42.773,490,24.4,40.5,694.0
2025-07-08 21:00:00,23.978,42.786,482,24.4,41.0,695.0
2025-07-08 21:01:00,24.026,42.816,476,24.5,40.5,699.0
2025-07-08 21:02:00,23.978,42.834,514,24.5,41.0,699.0
2025-07-08 21:03:00,24.05,42.865,476,24.5,41.0,702.0
2025-07-08 21:04:00,24.026,42.902,509,24.5,41.0,705.0
2025-07-08 21:05:00,24.026,42.92,501,24.6,41.0,705.0
2025-07-08 21:06:00,24.098,42.938,516,24.5,41.0,711.0
2025-07-08 21:07:00,24.05,42.963,482,24.5,41.0,713.0
2025-07-08 21:08:00,24.05,42.999,526,24.5,41.0,715.0
2025-07-08 21:09:00,24.074,43.036,492,24.5,41.0,707.0
2025-07-08 21:10:00,24.074,43.054,501,24.4,41.0,715.0
2025-07-08 21:11:00,24.098,43.079,579,24.4,41.0,720.0
2025-07-08 21:12:00,24.098,43.097,540,24.4,41.0,723.0
2025-07-08 21:13:00,24.171,43.134,547,24.4,41.0,730.0
2025-07-08 21:14:00,24.122,43.17,546,24.4,41.0,737.0
2025-07-08 21:15:00,24.171,43.213,539,24.4,41.0,738.0
2025-07-08 21:16:00,24.219,43.213,559,24.4,41.0,742.0
2025-07-08 21:17:00,24.195,43.25,553,24.4,41.0,744.0
2025-07-08 21:18:00,24.171,43.274,566,24.5,41.0,747.0
2025-07-08 21:19:00,24.243,43.292,551,24.5,41.0,753.0
2025-07-08 21:20:00,24.219,43.317,536,24.5,41.0,760.0
2025-07-08 21:21:00,24.195,43.317,549,24.5,41.0,762.0
2025-07-08 21:22:00,24.219,43.353,546,24.6,41.0,766.0
2025-07-08 21:23:00,24.315,43.353,561,24.6,41.0,769.0
2025-07-08 21:24:00,24.243,43.372,549,24.6,41.0,772.0
2025-07-08 21:25:00,24.267,43.396,574,24.7,41.0,778.0
2025-07-08 21:26:00,24.291,43.396,586,24.7,41.0,778.0
2025-07-08 21:27:00,24.291,43.433,600,24.8,41.0,772.0
2025-07-08 21:28:00,24.315,43.439,596,24.8,41.0,774.0
2025-07-08 21:29:00,24.291,43.457,559,24.8,41.0,773.0
2025-07-08 21:30:00,24.291,43.475,605,24.8,41.0,773.0
2025-07-08 21:31:00,24.339,43.494,598,24.8,41.0,775.0
2025-07-08 21:32:00,24.339,43.549,568,24.9,41.0,778.0
2025-07-08 21:33:00,24.339,43.549,605,24.8,41.5,778.0
2025-07-08 21:34:00,24.363,43.555,613,24.8,41.5,780.0
2025-07-08 21:35:00,24.388,43.573,570,24.7,41.5,786.0
2025-07-08 21:36:00,24.339,43.591,613,24.8,41.5,788.0
2025-07-08 21:37:00,24.388,43.61,595,24.8,41.5,789.0
2025-07-08 21:38:00,24.363,43.628,593,24.8,41.5,793.0
2025-07-08 21:39:00,24.388,43.665,615,24.9,41.5,795.0
2025-07-08 21:40:00,24.412,43.677,598,24.9,41.5,797.0
2025-07-08 21:41:00,24.436,43.707,598,25.0,41.5,799.0
2025-07-08 21:42:00,24.46,43.726,598,24.9,41.5,802.0
2025-07-08 21:43:00,24.46,43.744,628,24.9,41.5,807.0
2025-07-08 21:44:00,24.412,43.762,615,24.9,41.5,811.0
2025-07-08 21:45:00,24.508,43.774,630,24.9,41.5,813.0
2025-07-08 21:46:00,24.46,43.793,593,24.9,41.5,813.0
2025-07-08 21:47:00,24.508,43.811,614,24.9,41.5,813.0
2025-07-08 21:48:00,24.557,43.842,585,24.9,41.5,817.0
2025-07-08 21:49:00,24.484,43.842,606,24.9,41.5,817.0
2025-07-08 21:50:00,24.484,43.86,632,24.9,41.5,820.0
2025-07-08 21:51:00,24.484,43.89,599,24.9,41.5,820.0
2025-07-08 21:52:00,24.557,43.909,630,24.9,41.5,823.0
2025-07-08 21:53:00,24.581,43.927,637,25.0,41.5,832.0
2025-07-08 21:54:00,24.581,43.927,635,25.0,41.5,833.0
2025-07-08 21:55:00,24.508,43.945,632,25.0,41.5,834.0
2025-07-08 21:56:00,24.508,43.976,635,25.0,41.5,834.0
2025-07-08 21:57:00,24.532,43.994,663,25.0,41.5,834.0
